episode_id,frame_number,image_file,action,is_dead,is_eating
5_61e94e41,0,5_61e94e41_00000.png,3,False,False
5_61e94e41,1,5_61e94e41_00001.png,3,False,True
5_61e94e41,2,5_61e94e41_00002.png,1,False,False
5_61e94e41,3,5_61e94e41_00003.png,1,False,False
5_61e94e41,4,5_61e94e41_00004.png,3,False,False
5_61e94e41,5,5_61e94e41_00005.png,0,False,False
5_61e94e41,6,5_61e94e41_00006.png,3,False,False
5_61e94e41,7,5_61e94e41_00007.png,3,False,False
5_61e94e41,8,5_61e94e41_00008.png,3,False,False
5_61e94e41,9,5_61e94e41_00009.png,3,False,True
5_61e94e41,10,5_61e94e41_00010.png,0,False,False
5_61e94e41,11,5_61e94e41_00011.png,1,False,False
5_61e94e41,12,5_61e94e41_00012.png,2,False,False
5_61e94e41,13,5_61e94e41_00013.png,2,False,False
5_61e94e41,14,5_61e94e41_00014.png,2,False,False
5_61e94e41,15,5_61e94e41_00015.png,0,False,False
5_61e94e41,16,5_61e94e41_00016.png,2,False,False
5_61e94e41,17,5_61e94e41_00017.png,1,False,False
5_61e94e41,18,5_61e94e41_00018.png,2,False,False
5_61e94e41,19,5_61e94e41_00019.png,0,False,False
5_61e94e41,20,5_61e94e41_00020.png,0,False,False
5_61e94e41,21,5_61e94e41_00021.png,0,False,False
5_61e94e41,22,5_61e94e41_00022.png,0,False,False
5_61e94e41,23,5_61e94e41_00023.png,0,False,False
5_61e94e41,24,5_61e94e41_00024.png,2,False,False
5_61e94e41,25,5_61e94e41_00025.png,1,False,False
5_61e94e41,26,5_61e94e41_00026.png,1,False,False
5_61e94e41,27,5_61e94e41_00027.png,2,False,False
5_61e94e41,28,5_61e94e41_00028.png,0,False,False
5_61e94e41,29,5_61e94e41_00029.png,0,False,False
5_61e94e41,30,5_61e94e41_00030.png,2,False,False
5_61e94e41,31,5_61e94e41_00031.png,0,False,False
5_61e94e41,32,5_61e94e41_00032.png,2,False,False
5_61e94e41,33,5_61e94e41_00033.png,0,False,False
5_61e94e41,34,5_61e94e41_00034.png,2,False,False
5_61e94e41,35,5_61e94e41_00035.png,2,False,False
5_61e94e41,36,5_61e94e41_00036.png,2,False,False
5_61e94e41,37,5_61e94e41_00037.png,2,False,False
5_61e94e41,38,5_61e94e41_00038.png,1,False,False
5_61e94e41,39,5_61e94e41_00039.png,1,False,True
