episode_id,frame_number,image_file,action,is_dead,is_eating
3_90055659,0,3_90055659_00000.png,2,False,False
3_90055659,1,3_90055659_00001.png,2,False,False
3_90055659,2,3_90055659_00002.png,2,False,False
3_90055659,3,3_90055659_00003.png,1,False,False
3_90055659,4,3_90055659_00004.png,1,False,False
3_90055659,5,3_90055659_00005.png,2,False,False
3_90055659,6,3_90055659_00006.png,2,False,False
3_90055659,7,3_90055659_00007.png,2,False,False
3_90055659,8,3_90055659_00008.png,1,False,False
3_90055659,9,3_90055659_00009.png,2,False,False
3_90055659,10,3_90055659_00010.png,3,False,False
3_90055659,11,3_90055659_00011.png,1,False,True
3_90055659,12,3_90055659_00012.png,3,False,False
3_90055659,13,3_90055659_00013.png,0,True,False
3_90055659,14,3_90055659_00014.png,0,True,False
3_3b79bcc5,0,3_3b79bcc5_00000.png,2,False,False
3_3b79bcc5,1,3_3b79bcc5_00001.png,0,False,False
3_3b79bcc5,2,3_3b79bcc5_00002.png,2,False,False
3_3b79bcc5,3,3_3b79bcc5_00003.png,2,False,False
3_3b79bcc5,4,3_3b79bcc5_00004.png,2,False,False
3_3b79bcc5,5,3_3b79bcc5_00005.png,1,False,False
3_3b79bcc5,6,3_3b79bcc5_00006.png,2,False,False
3_3b79bcc5,7,3_3b79bcc5_00007.png,1,False,False
3_3b79bcc5,8,3_3b79bcc5_00008.png,2,False,False
3_3b79bcc5,9,3_3b79bcc5_00009.png,0,False,False
3_3b79bcc5,10,3_3b79bcc5_00010.png,1,False,True
3_3b79bcc5,11,3_3b79bcc5_00011.png,0,False,False
3_3b79bcc5,12,3_3b79bcc5_00012.png,2,False,False
3_3b79bcc5,13,3_3b79bcc5_00013.png,2,False,True
3_3b79bcc5,14,3_3b79bcc5_00014.png,0,False,False
3_3b79bcc5,15,3_3b79bcc5_00015.png,0,False,False
3_3b79bcc5,16,3_3b79bcc5_00016.png,0,False,False
3_3b79bcc5,17,3_3b79bcc5_00017.png,3,False,True
3_3b79bcc5,18,3_3b79bcc5_00018.png,3,False,False
3_3b79bcc5,19,3_3b79bcc5_00019.png,1,False,False
3_3b79bcc5,20,3_3b79bcc5_00020.png,0,False,False
3_3b79bcc5,21,3_3b79bcc5_00021.png,3,False,False
3_3b79bcc5,22,3_3b79bcc5_00022.png,2,False,False
3_3b79bcc5,23,3_3b79bcc5_00023.png,1,False,False
3_3b79bcc5,24,3_3b79bcc5_00024.png,1,False,False
3_3b79bcc5,25,3_3b79bcc5_00025.png,3,False,False
3_3b79bcc5,26,3_3b79bcc5_00026.png,3,False,False
3_3b79bcc5,27,3_3b79bcc5_00027.png,1,False,False
3_3b79bcc5,28,3_3b79bcc5_00028.png,1,False,False
3_3b79bcc5,29,3_3b79bcc5_00029.png,2,False,False
3_3b79bcc5,30,3_3b79bcc5_00030.png,1,False,False
3_3b79bcc5,31,3_3b79bcc5_00031.png,3,False,False
3_3b79bcc5,32,3_3b79bcc5_00032.png,3,False,False
3_3b79bcc5,33,3_3b79bcc5_00033.png,3,False,False
3_3b79bcc5,34,3_3b79bcc5_00034.png,2,False,False
3_3b79bcc5,35,3_3b79bcc5_00035.png,0,False,False
3_3b79bcc5,36,3_3b79bcc5_00036.png,2,False,False
3_3b79bcc5,37,3_3b79bcc5_00037.png,2,False,False
3_3b79bcc5,38,3_3b79bcc5_00038.png,2,False,False
3_3b79bcc5,39,3_3b79bcc5_00039.png,1,False,False
3_3b79bcc5,40,3_3b79bcc5_00040.png,3,False,False
3_3b79bcc5,41,3_3b79bcc5_00041.png,1,False,False
3_3b79bcc5,42,3_3b79bcc5_00042.png,2,False,True
3_3b79bcc5,43,3_3b79bcc5_00043.png,0,True,False
3_3b79bcc5,44,3_3b79bcc5_00044.png,0,True,False
3_f19968b0,0,3_f19968b0_00000.png,2,False,False
3_f19968b0,1,3_f19968b0_00001.png,1,False,False
3_f19968b0,2,3_f19968b0_00002.png,0,False,False
3_f19968b0,3,3_f19968b0_00003.png,0,False,False
3_f19968b0,4,3_f19968b0_00004.png,3,False,False
3_f19968b0,5,3_f19968b0_00005.png,1,False,False
