episode_id,frame_number,image_file,action,is_dead,is_eating
0_60dc0674,0,0_60dc0674_00000.png,0,False,False
0_60dc0674,1,0_60dc0674_00001.png,2,False,False
0_60dc0674,2,0_60dc0674_00002.png,3,False,False
0_60dc0674,3,0_60dc0674_00003.png,0,False,False
0_60dc0674,4,0_60dc0674_00004.png,0,False,False
0_60dc0674,5,0_60dc0674_00005.png,2,False,False
0_60dc0674,6,0_60dc0674_00006.png,1,False,False
0_60dc0674,7,0_60dc0674_00007.png,3,False,False
0_60dc0674,8,0_60dc0674_00008.png,0,False,False
0_60dc0674,9,0_60dc0674_00009.png,2,False,False
0_60dc0674,10,0_60dc0674_00010.png,0,False,False
0_60dc0674,11,0_60dc0674_00011.png,0,False,False
0_60dc0674,12,0_60dc0674_00012.png,2,False,False
0_60dc0674,13,0_60dc0674_00013.png,0,False,False
0_60dc0674,14,0_60dc0674_00014.png,3,False,False
0_60dc0674,15,0_60dc0674_00015.png,0,False,False
0_60dc0674,16,0_60dc0674_00016.png,0,False,True
0_60dc0674,17,0_60dc0674_00017.png,3,False,False
0_60dc0674,18,0_60dc0674_00018.png,0,True,False
0_60dc0674,19,0_60dc0674_00019.png,0,True,False
0_364e492b,0,0_364e492b_00000.png,0,False,False
0_364e492b,1,0_364e492b_00001.png,2,False,False
0_364e492b,2,0_364e492b_00002.png,2,False,False
0_364e492b,3,0_364e492b_00003.png,1,False,False
0_364e492b,4,0_364e492b_00004.png,0,False,False
0_364e492b,5,0_364e492b_00005.png,1,False,False
0_364e492b,6,0_364e492b_00006.png,1,False,False
0_364e492b,7,0_364e492b_00007.png,1,False,False
0_364e492b,8,0_364e492b_00008.png,1,False,False
0_364e492b,9,0_364e492b_00009.png,1,False,False
0_364e492b,10,0_364e492b_00010.png,2,False,False
0_364e492b,11,0_364e492b_00011.png,2,False,True
0_364e492b,12,0_364e492b_00012.png,1,False,True
0_364e492b,13,0_364e492b_00013.png,3,False,False
0_364e492b,14,0_364e492b_00014.png,3,False,False
0_364e492b,15,0_364e492b_00015.png,3,False,False
