episode_id,frame_number,image_file,action,is_dead,is_eating
7_289f1feb,0,7_289f1feb_00000.png,3,False,False
7_289f1feb,1,7_289f1feb_00001.png,0,False,False
7_289f1feb,2,7_289f1feb_00002.png,3,False,False
7_289f1feb,3,7_289f1feb_00003.png,3,False,False
7_289f1feb,4,7_289f1feb_00004.png,3,False,False
7_289f1feb,5,7_289f1feb_00005.png,3,False,False
7_289f1feb,6,7_289f1feb_00006.png,0,False,False
7_289f1feb,7,7_289f1feb_00007.png,1,False,False
7_289f1feb,8,7_289f1feb_00008.png,3,False,False
7_289f1feb,9,7_289f1feb_00009.png,1,False,False
7_289f1feb,10,7_289f1feb_00010.png,3,False,True
7_289f1feb,11,7_289f1feb_00011.png,3,True,False
7_289f1feb,12,7_289f1feb_00012.png,0,True,False
7_b5c44fad,0,7_b5c44fad_00000.png,2,False,False
7_b5c44fad,1,7_b5c44fad_00001.png,0,False,False
7_b5c44fad,2,7_b5c44fad_00002.png,2,False,False
7_b5c44fad,3,7_b5c44fad_00003.png,2,False,False
7_b5c44fad,4,7_b5c44fad_00004.png,0,False,False
7_b5c44fad,5,7_b5c44fad_00005.png,1,False,False
7_b5c44fad,6,7_b5c44fad_00006.png,1,False,False
7_b5c44fad,7,7_b5c44fad_00007.png,0,False,False
7_b5c44fad,8,7_b5c44fad_00008.png,0,False,False
7_b5c44fad,9,7_b5c44fad_00009.png,1,False,False
7_b5c44fad,10,7_b5c44fad_00010.png,2,False,False
7_b5c44fad,11,7_b5c44fad_00011.png,2,False,False
7_b5c44fad,12,7_b5c44fad_00012.png,2,False,False
7_b5c44fad,13,7_b5c44fad_00013.png,2,False,False
7_b5c44fad,14,7_b5c44fad_00014.png,2,False,True
7_b5c44fad,15,7_b5c44fad_00015.png,3,True,False
7_b5c44fad,16,7_b5c44fad_00016.png,0,True,False
7_6f8c9fb6,0,7_6f8c9fb6_00000.png,0,False,False
7_6f8c9fb6,1,7_6f8c9fb6_00001.png,0,False,True
7_6f8c9fb6,2,7_6f8c9fb6_00002.png,2,False,False
7_6f8c9fb6,3,7_6f8c9fb6_00003.png,2,False,False
7_6f8c9fb6,4,7_6f8c9fb6_00004.png,2,False,False
7_6f8c9fb6,5,7_6f8c9fb6_00005.png,2,False,False
7_6f8c9fb6,6,7_6f8c9fb6_00006.png,2,False,False
7_6f8c9fb6,7,7_6f8c9fb6_00007.png,3,False,False
7_6f8c9fb6,8,7_6f8c9fb6_00008.png,3,False,False
7_6f8c9fb6,9,7_6f8c9fb6_00009.png,0,False,False
7_6f8c9fb6,10,7_6f8c9fb6_00010.png,3,False,False
7_6f8c9fb6,11,7_6f8c9fb6_00011.png,0,False,False
7_6f8c9fb6,12,7_6f8c9fb6_00012.png,0,False,False
7_6f8c9fb6,13,7_6f8c9fb6_00013.png,2,False,False
7_6f8c9fb6,14,7_6f8c9fb6_00014.png,0,False,False
7_6f8c9fb6,15,7_6f8c9fb6_00015.png,3,False,True
7_6f8c9fb6,16,7_6f8c9fb6_00016.png,3,False,False
7_6f8c9fb6,17,7_6f8c9fb6_00017.png,3,False,False
7_6f8c9fb6,18,7_6f8c9fb6_00018.png,1,False,False
7_6f8c9fb6,19,7_6f8c9fb6_00019.png,3,False,False
7_6f8c9fb6,20,7_6f8c9fb6_00020.png,3,False,False
7_6f8c9fb6,21,7_6f8c9fb6_00021.png,3,False,False
7_6f8c9fb6,22,7_6f8c9fb6_00022.png,0,False,False
7_6f8c9fb6,23,7_6f8c9fb6_00023.png,3,False,False
7_6f8c9fb6,24,7_6f8c9fb6_00024.png,3,False,False
7_6f8c9fb6,25,7_6f8c9fb6_00025.png,1,False,False
7_6f8c9fb6,26,7_6f8c9fb6_00026.png,0,False,False
7_6f8c9fb6,27,7_6f8c9fb6_00027.png,3,False,False
7_6f8c9fb6,28,7_6f8c9fb6_00028.png,0,False,True
7_6f8c9fb6,29,7_6f8c9fb6_00029.png,0,False,False
7_6f8c9fb6,30,7_6f8c9fb6_00030.png,0,False,False
7_6f8c9fb6,31,7_6f8c9fb6_00031.png,1,False,False
7_6f8c9fb6,32,7_6f8c9fb6_00032.png,0,True,False
7_6f8c9fb6,33,7_6f8c9fb6_00033.png,0,True,False
7_b8ed6f9e,0,7_b8ed6f9e_00000.png,1,False,False
7_b8ed6f9e,1,7_b8ed6f9e_00001.png,3,False,False
7_b8ed6f9e,2,7_b8ed6f9e_00002.png,1,False,False
7_b8ed6f9e,3,7_b8ed6f9e_00003.png,3,False,False
7_b8ed6f9e,4,7_b8ed6f9e_00004.png,1,False,False
7_b8ed6f9e,5,7_b8ed6f9e_00005.png,2,False,False
7_b8ed6f9e,6,7_b8ed6f9e_00006.png,1,False,False
7_b8ed6f9e,7,7_b8ed6f9e_00007.png,1,False,False
7_b8ed6f9e,8,7_b8ed6f9e_00008.png,2,False,False
7_b8ed6f9e,9,7_b8ed6f9e_00009.png,1,False,False
7_b8ed6f9e,10,7_b8ed6f9e_00010.png,1,False,False
7_b8ed6f9e,11,7_b8ed6f9e_00011.png,1,False,False
7_b8ed6f9e,12,7_b8ed6f9e_00012.png,3,False,False
7_b8ed6f9e,13,7_b8ed6f9e_00013.png,1,False,True
7_b8ed6f9e,14,7_b8ed6f9e_00014.png,2,False,False
7_b8ed6f9e,15,7_b8ed6f9e_00015.png,0,True,False
7_b8ed6f9e,16,7_b8ed6f9e_00016.png,0,True,False
7_3a6ac7ce,0,7_3a6ac7ce_00000.png,2,False,False
7_3a6ac7ce,1,7_3a6ac7ce_00001.png,2,False,False
7_3a6ac7ce,2,7_3a6ac7ce_00002.png,0,False,False
7_3a6ac7ce,3,7_3a6ac7ce_00003.png,0,False,False
7_3a6ac7ce,4,7_3a6ac7ce_00004.png,0,False,False
7_3a6ac7ce,5,7_3a6ac7ce_00005.png,2,False,False
7_3a6ac7ce,6,7_3a6ac7ce_00006.png,0,False,False
7_3a6ac7ce,7,7_3a6ac7ce_00007.png,2,False,False
7_3a6ac7ce,8,7_3a6ac7ce_00008.png,2,False,False
7_3a6ac7ce,9,7_3a6ac7ce_00009.png,2,False,False
7_3a6ac7ce,10,7_3a6ac7ce_00010.png,2,False,True
7_3a6ac7ce,11,7_3a6ac7ce_00011.png,1,False,False
7_3a6ac7ce,12,7_3a6ac7ce_00012.png,0,False,False
7_3a6ac7ce,13,7_3a6ac7ce_00013.png,1,False,False
7_3a6ac7ce,14,7_3a6ac7ce_00014.png,2,False,False
7_3a6ac7ce,15,7_3a6ac7ce_00015.png,1,False,False
7_3a6ac7ce,16,7_3a6ac7ce_00016.png,1,False,False
7_3a6ac7ce,17,7_3a6ac7ce_00017.png,3,False,False
7_3a6ac7ce,18,7_3a6ac7ce_00018.png,1,False,False
7_3a6ac7ce,19,7_3a6ac7ce_00019.png,3,False,False
7_3a6ac7ce,20,7_3a6ac7ce_00020.png,1,False,False
7_3a6ac7ce,21,7_3a6ac7ce_00021.png,3,False,False
7_3a6ac7ce,22,7_3a6ac7ce_00022.png,3,False,False
7_3a6ac7ce,23,7_3a6ac7ce_00023.png,3,False,False
7_3a6ac7ce,24,7_3a6ac7ce_00024.png,3,False,False
7_3a6ac7ce,25,7_3a6ac7ce_00025.png,3,False,False
7_3a6ac7ce,26,7_3a6ac7ce_00026.png,3,False,False
7_3a6ac7ce,27,7_3a6ac7ce_00027.png,3,False,False
7_3a6ac7ce,28,7_3a6ac7ce_00028.png,3,False,False
7_3a6ac7ce,29,7_3a6ac7ce_00029.png,3,False,False
7_3a6ac7ce,30,7_3a6ac7ce_00030.png,3,False,False
7_3a6ac7ce,31,7_3a6ac7ce_00031.png,3,False,True
7_3a6ac7ce,32,7_3a6ac7ce_00032.png,0,False,False
7_3a6ac7ce,33,7_3a6ac7ce_00033.png,0,False,False
7_3a6ac7ce,34,7_3a6ac7ce_00034.png,0,False,False
7_3a6ac7ce,35,7_3a6ac7ce_00035.png,2,False,False
7_3a6ac7ce,36,7_3a6ac7ce_00036.png,0,False,False
7_3a6ac7ce,37,7_3a6ac7ce_00037.png,1,False,False
7_3a6ac7ce,38,7_3a6ac7ce_00038.png,2,False,False
7_3a6ac7ce,39,7_3a6ac7ce_00039.png,2,False,False
7_3a6ac7ce,40,7_3a6ac7ce_00040.png,2,False,False
7_3a6ac7ce,41,7_3a6ac7ce_00041.png,2,False,False
7_3a6ac7ce,42,7_3a6ac7ce_00042.png,2,False,False
7_3a6ac7ce,43,7_3a6ac7ce_00043.png,2,False,False
7_3a6ac7ce,44,7_3a6ac7ce_00044.png,2,False,False
7_3a6ac7ce,45,7_3a6ac7ce_00045.png,2,False,True
7_3a6ac7ce,46,7_3a6ac7ce_00046.png,1,False,False
7_3a6ac7ce,47,7_3a6ac7ce_00047.png,3,False,False
7_3a6ac7ce,48,7_3a6ac7ce_00048.png,0,True,False
7_3a6ac7ce,49,7_3a6ac7ce_00049.png,0,True,False
7_290a6bc0,0,7_290a6bc0_00000.png,2,False,False
7_290a6bc0,1,7_290a6bc0_00001.png,2,False,False
